"plotID","top_height","ba_ha","lor","qmdbh","dens","AGB_ha","V_ha","Vmerch_ha"
387,23.7,41.824421715457,19.7677737121178,18.8355559160505,1501.00859261256,186.090036008499,355.345144432447,301.044272693061
388,24.4,43.8495375609879,18.0318641793974,18.1162017185138,1701.14307162757,207.212982052202,349.146398199327,291.541354744891
389,32.3,58.1296408945727,22.5369923701948,28.6672916598536,900.605155567538,334.046197010354,582.080556689991,537.443117432865
390,32.4,55.5930835345305,26.0391465065402,29.2814451539372,825.55472593691,345.409506325611,641.440943435078,588.024227554511
391,28.8,36.4213162064283,19.6007303325932,23.3494930036909,850.571535813786,172.245019604595,315.665853880866,284.729630596138
392,36.9,33.1907466613852,26.5069843214908,27.1008984288745,575.38662716815,149.18192104358,367.491531058638,340.324598790879
393,27.5,36.226288604698,20.6863339389831,19.5988413773196,1200.80687409005,161.162571622242,294.456741240732,236.65209242012
394,25.9,52.5932619397918,19.6554902151973,19.8403666059583,1701.14307162757,251.457392360149,446.974564846595,374.813104426811
395,27.1,44.081130382023,19.9211271102395,15.7886210783449,2251.51288891885,189.21904045755,386.26828937876,306.77202671678
396,31.7,49.8725424085811,22.0637308871634,20.5681023269852,1501.00859261256,239.952204046588,481.075654423709,417.291496831418
397,28,48.4818262411348,21.9769829381966,23.6811202130612,1100.73963458255,222.324775016142,437.75341808762,383.951356509281
398,30.9,60.9292084779438,21.4626851733014,20.4708560140006,1851.24393088883,288.297729349985,571.068160080948,496.271382338322
399,28.9,42.2730873698506,25.3242634454781,24.4466766657556,900.605155567538,225.749993565541,473.338411471586,428.812359105688
400,30,57.5872535335245,24.567910631596,22.6759165852773,1425.95816298194,301.085856787273,613.742816341217,550.97588716342
402,30.9,48.250763920326,22.3169780595666,26.1180014549353,900.605155567538,234.380681751419,457.373287310876,415.900993542655
403,30.4,33.4415750276646,23.9606949620481,22.3739672781719,850.571535813786,167.874735603034,352.108157215288,315.361272633235
404,30.5,63.6966709735426,23.8212006977465,20.1304030014304,2001.34479015009,304.427958286266,669.712960081827,584.80275506946
405,30,55.9842783310699,25.3540930882239,24.6219932822566,1175.79006421317,299.134491500698,628.907487168069,573.810813406063
406,29.4,55.3145316193853,22.9130561267495,24.2179900418401,1200.80687409005,290.906353365217,560.31368939667,508.660102728155
407,26.5,48.2616489990443,23.0677754780169,23.1079414167887,1150.7732543363,252.498625182197,490.787011607649,446.417533462221
408,29.5,45.1901902255923,24.4622390021439,26.0088842287309,850.571535813786,249.489168447469,489.371286061571,445.900431675174
409,31.5,54.9863877571551,20.4568184546866,20.1391967659292,1726.15988150445,258.921766141941,495.568975591832,424.030414011487
410,29.1,60.2776756073638,22.8424404486002,22.0671917647206,1576.05902224319,289.04622710057,602.944345028108,537.932770217373
411,31.5,58.3203262537096,20.9059877017782,23.8917188743136,1300.87411359756,295.14285666176,510.699142888148,448.187162302326
412,32,64.8504500213772,23.6586661402957,23.0727705734592,1551.04221236632,335.677303091839,677.776176361805,611.913025420994
